Ticker,Entry Date,Exit Date,Entry Price,Exit Price,Score,Signal,Confidence,Return %,Holding Days
AAPL,2019-04-26,2019-06-25,49.00593948364258,46.86769485473633,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-4.363235663750437,60
MSFT,2019-04-26,2019-06-25,121.58198547363281,126.07611846923828,-0.043116605616605505,NEUTRAL / HOLD,1.0,3.6963806587778585,60
NVDA,2019-04-26,2019-06-25,4.638906478881836,3.7638638019561768,4.17758101851852,STRONG BUY,1.5730000000000004,-18.863123904506473,60
JPM,2019-04-26,2019-06-25,94.84748840332031,89.96361541748047,4.670035096310808,STRONG BUY,1.5730000000000004,-5.149185358574951,60
XOM,2019-04-26,2019-06-25,60.56966018676758,56.8304557800293,4.320485110470702,STRONG BUY,1.4300000000000002,-6.1733950548977505,60
PFE,2019-04-26,2019-06-25,27.516550064086914,30.669099807739258,4.216703223662347,STRONG BUY,1.5730000000000004,11.456922238834286,60
WMT,2019-04-26,2019-06-25,31.311830520629883,33.66752243041992,3.504141104294479,STRONG BUY,1.4300000000000002,7.523328628896306,60
AAPL,2019-05-26,2019-07-25,42.889564514160156,49.61164093017578,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,15.672988271532356,60
MSFT,2019-05-26,2019-07-25,119.28240966796875,132.46360778808594,-0.043116605616605505,NEUTRAL / HOLD,1.0,11.050412342279142,60
NVDA,2019-05-26,2019-07-25,3.6024680137634277,4.308018684387207,4.17758101851852,STRONG BUY,1.5730000000000004,19.58520292000329,60
JPM,2019-05-26,2019-07-25,91.591552734375,97.28455352783203,4.670035096310808,STRONG BUY,1.5730000000000004,6.215639568822819,60
XOM,2019-05-26,2019-07-25,55.21355056762695,55.83201599121094,4.320485110470702,STRONG BUY,1.4300000000000002,1.1201334042563924,60
PFE,2019-05-26,2019-07-25,29.400575637817383,29.90518569946289,4.216703223662347,STRONG BUY,1.5730000000000004,1.7163271490386667,60
WMT,2019-05-26,2019-07-25,31.219697952270508,34.12364959716797,3.504141104294479,STRONG BUY,1.4300000000000002,9.301664767343675,60
AAPL,2019-06-25,2019-08-23,47.58903121948242,48.74650573730469,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,2.4322296297311645,59
MSFT,2019-06-25,2019-08-23,130.1864013671875,126.45805358886719,-0.043116605616605505,NEUTRAL / HOLD,1.0,-2.863853474069539,59
NVDA,2019-06-25,2019-08-23,3.793182134628296,4.036188125610352,4.17758101851852,STRONG BUY,1.5730000000000004,6.406388682568982,59
JPM,2019-06-25,2019-08-23,90.71498107910156,89.13758850097656,4.670035096310808,STRONG BUY,1.5730000000000004,-1.7388446311304928,59
XOM,2019-06-25,2019-08-23,57.3371467590332,50.91356658935547,4.320485110470702,STRONG BUY,1.4300000000000002,-11.203173741228637,59
PFE,2019-06-25,2019-08-23,30.669099807739258,24.29228401184082,4.216703223662347,STRONG BUY,1.5730000000000004,-20.792314857214254,59
WMT,2019-06-25,2019-08-23,33.825645446777344,33.86686325073242,3.504141104294479,STRONG BUY,1.4300000000000002,0.12185371013816101,59
AAPL,2019-07-25,2019-09-23,50.00706481933594,52.61466598510742,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,5.214465546402593,60
MSFT,2019-07-25,2019-09-23,132.96438598632812,131.90927124023438,-0.043116605616605505,NEUTRAL / HOLD,1.0,-0.7935318455892699,60
NVDA,2019-07-25,2019-09-23,4.439211368560791,4.34859561920166,4.17758101851852,STRONG BUY,1.5730000000000004,-2.0412578234252634,60
JPM,2019-07-25,2019-09-23,98.2262191772461,99.94979095458984,4.670035096310808,STRONG BUY,1.5730000000000004,1.7546962427960495,60
XOM,2019-07-25,2019-09-23,56.152408599853516,54.41394805908203,4.320485110470702,STRONG BUY,1.4300000000000002,-3.0959678918849076,60
PFE,2019-07-25,2019-09-23,30.05937957763672,25.636348724365234,4.216703223662347,STRONG BUY,1.5730000000000004,-14.714311856795897,60
WMT,2019-07-25,2019-09-23,34.05674362182617,35.94172286987305,3.504141104294479,STRONG BUY,1.4300000000000002,5.53481938548827,60
AAPL,2019-08-24,2019-10-23,48.74650573730469,58.498687744140625,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,20.005909878731668,60
MSFT,2019-08-24,2019-10-23,126.45805358886719,130.1079864501953,-0.043116605616605505,NEUTRAL / HOLD,1.0,2.8862794877379394,60
NVDA,2019-08-24,2019-10-23,4.036188125610352,4.8522515296936035,4.17758101851852,STRONG BUY,1.5730000000000004,20.218666194104788,60
JPM,2019-08-24,2019-10-23,89.13758850097656,106.03885650634766,4.670035096310808,STRONG BUY,1.5730000000000004,18.960876426655776,60
XOM,2019-08-24,2019-10-23,50.91356658935547,52.61849594116211,4.320485110470702,STRONG BUY,1.4300000000000002,3.3486739704522908,60
PFE,2019-08-24,2019-10-23,24.29228401184082,26.011280059814453,4.216703223662347,STRONG BUY,1.5730000000000004,7.07630475230629,60
WMT,2019-08-24,2019-10-23,33.86686325073242,36.47036361694336,3.504141104294479,STRONG BUY,1.4300000000000002,7.687456458355743,60
AAPL,2019-09-23,2019-11-22,52.37650680541992,63.162113189697266,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,20.592450780167816,60
MSFT,2019-09-23,2019-11-22,132.19363403320312,142.29873657226562,-0.043116605616605505,NEUTRAL / HOLD,1.0,7.644167295169749,60
NVDA,2019-09-23,2019-11-22,4.295122146606445,5.24522590637207,4.17758101851852,STRONG BUY,1.5730000000000004,22.120529459594003,60
JPM,2019-09-23,2019-11-22,99.96659088134766,110.8441390991211,4.670035096310808,STRONG BUY,1.5730000000000004,10.881183525288181,60
XOM,2019-09-23,2019-11-22,54.3762092590332,52.96295166015625,4.320485110470702,STRONG BUY,1.4300000000000002,-2.5990366340996394,60
PFE,2019-09-23,2019-11-22,25.954683303833008,27.376876831054688,4.216703223662347,STRONG BUY,1.5730000000000004,5.479525643110617,60
WMT,2019-09-23,2019-11-22,35.746150970458984,36.47342300415039,3.504141104294479,STRONG BUY,1.4300000000000002,2.034546416738496,60
AAPL,2019-10-23,2019-12-23,57.72411346435547,68.52336120605469,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,18.708382153617194,61
MSFT,2019-10-23,2019-12-23,129.283203125,149.7375946044922,-0.043116605616605505,NEUTRAL / HOLD,1.0,15.821383586633027,61
NVDA,2019-10-23,2019-12-23,4.865184307098389,5.944279193878174,4.17758101851852,STRONG BUY,1.5730000000000004,22.179938490826892,61
JPM,2019-10-23,2019-12-23,105.75917053222656,116.2765884399414,4.670035096310808,STRONG BUY,1.5730000000000004,9.944686455828446,61
XOM,2019-10-23,2019-12-23,52.12059020996094,53.66535186767578,4.320485110470702,STRONG BUY,1.4300000000000002,2.9638222658108333,61
PFE,2019-10-23,2019-12-23,25.77076530456543,28.0839786529541,4.216703223662347,STRONG BUY,1.5730000000000004,8.976114294824118,61
WMT,2019-10-23,2019-12-23,36.540653228759766,36.535728454589844,3.504141104294479,STRONG BUY,1.4300000000000002,-0.01347752088363262,61
AAPL,2019-11-22,2020-01-21,63.21762466430664,76.38180541992188,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,20.82359282797899,60
MSFT,2019-11-22,2020-01-21,142.19410705566406,158.38453674316406,-0.043116605616605505,NEUTRAL / HOLD,1.0,11.386146741764769,60
NVDA,2019-11-22,2020-01-21,5.227567672729492,6.171278953552246,4.17758101851852,STRONG BUY,1.5730000000000004,18.052588505851134,60
JPM,2019-11-22,2020-01-21,110.11530303955078,116.71602630615234,4.670035096310808,STRONG BUY,1.5730000000000004,5.994374155452981,60
XOM,2019-11-22,2020-01-21,53.19197463989258,51.5963020324707,4.320485110470702,STRONG BUY,1.4300000000000002,-2.99983713374905,60
PFE,2019-11-22,2020-01-21,26.955474853515625,28.8125057220459,4.216703223662347,STRONG BUY,1.5730000000000004,6.889253031608431,60
WMT,2019-11-22,2020-01-21,36.62620162963867,35.47983169555664,3.504141104294479,STRONG BUY,1.4300000000000002,-3.129917608366916,60
AAPL,2019-12-22,2020-02-20,67.42311096191406,77.46519470214844,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,14.894126949892511,60
MSFT,2019-12-22,2020-02-20,149.7375946044922,175.91026306152344,-0.043116605616605505,NEUTRAL / HOLD,1.0,17.47902290414251,60
NVDA,2019-12-22,2020-02-20,5.957969665527344,7.683608055114746,4.17758101851852,STRONG BUY,1.5730000000000004,28.963530975525114,60
JPM,2019-12-22,2020-02-20,116.31049346923828,117.27043151855469,4.670035096310808,STRONG BUY,1.5730000000000004,0.8253236837743192,60
XOM,2019-12-22,2020-02-20,53.39811706542969,46.35832214355469,4.320485110470702,STRONG BUY,1.4300000000000002,-13.183601424089563,60
PFE,2019-12-22,2020-02-20,28.019697189331055,25.867115020751953,4.216703223662347,STRONG BUY,1.5730000000000004,-7.6823891208886135,60
WMT,2019-12-22,2020-02-20,36.92247772216797,36.12442398071289,3.504141104294479,STRONG BUY,1.4300000000000002,-2.1614306262440586,60
AAPL,2020-01-21,2020-03-20,76.90296936035156,55.44214630126953,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-27.906364653516835,59
MSFT,2020-01-21,2020-03-20,158.9552764892578,131.01222229003906,-0.043116605616605505,NEUTRAL / HOLD,1.0,-17.57919259830745,59
NVDA,2020-01-21,2020-03-20,6.204629898071289,5.124223709106445,4.17758101851852,STRONG BUY,1.5730000000000004,-17.4129030532617,59
JPM,2020-01-21,2020-03-20,117.87601470947266,71.2203369140625,4.670035096310808,STRONG BUY,1.5730000000000004,-39.58029791760584,59
XOM,2020-01-21,2020-03-20,52.344520568847656,25.35535430908203,4.320485110470702,STRONG BUY,1.4300000000000002,-51.560633217124106,59
PFE,2020-01-21,2020-03-20,28.933921813964844,20.93180274963379,4.216703223662347,STRONG BUY,1.5730000000000004,-27.65653102881084,59
WMT,2020-01-21,2020-03-20,35.286460876464844,35.13736343383789,3.504141104294479,STRONG BUY,1.4300000000000002,-0.4225344195013824,59
AAPL,2020-02-20,2020-04-20,78.26814270019531,66.9760513305664,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-14.427442609546844,60
MSFT,2020-02-20,2020-04-20,178.63827514648438,166.98216247558594,-0.043116605616605505,NEUTRAL / HOLD,1.0,-6.524980529139324,60
NVDA,2020-02-20,2020-04-20,7.832948684692383,7.149008274078369,4.17758101851852,STRONG BUY,1.5730000000000004,-8.731582934414098,60
JPM,2020-02-20,2020-04-20,117.27043151855469,79.0357894897461,4.670035096310808,STRONG BUY,1.5730000000000004,-32.60382138421573,60
XOM,2020-02-20,2020-04-20,46.73004913330078,31.891666412353516,4.320485110470702,STRONG BUY,1.4300000000000002,-31.753407060668238,60
PFE,2020-02-20,2020-04-20,26.141300201416016,26.03307342529297,4.216703223662347,STRONG BUY,1.5730000000000004,-0.4140068599846632,60
WMT,2020-02-20,2020-04-20,36.1213493347168,40.03322982788086,3.504141104294479,STRONG BUY,1.4300000000000002,10.829829353590323,60
AAPL,2020-03-21,2020-05-20,55.44214630126953,77.41539764404297,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,39.63275740331555,60
MSFT,2020-03-21,2020-05-20,131.01222229003906,177.5862579345703,-0.043116605616605505,NEUTRAL / HOLD,1.0,35.54938221063387,60
NVDA,2020-03-21,2020-05-20,5.124223709106445,8.935949325561523,4.17758101851852,STRONG BUY,1.5730000000000004,74.3864013915146,60
JPM,2020-03-21,2020-05-20,71.2203369140625,78.70828247070312,4.670035096310808,STRONG BUY,1.5730000000000004,10.513774409233559,60
XOM,2020-03-21,2020-05-20,25.35535430908203,35.817874908447266,4.320485110470702,STRONG BUY,1.4300000000000002,41.26355511276632,60
