Ticker,Entry Date,Exit Date,Entry Price,Exit Price,Score,Signal,Confidence,Return %,Holding Days
PFE,2020-03-21,2020-05-20,20.93180274963379,27.422046661376953,4.216703223662347,STRONG BUY,1.5730000000000004,31.006617009405524,60
WMT,2020-03-21,2020-05-20,35.13736343383789,38.846832275390625,3.504141104294479,STRONG BUY,1.4300000000000002,10.557049473952423,60
AAPL,2020-04-20,2020-06-19,68.39573669433594,84.80943298339844,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,23.998127781584035,60
MSFT,2020-04-20,2020-06-19,170.35882568359375,186.66357421875,-0.043116605616605505,NEUTRAL / HOLD,1.0,9.570827029201848,60
NVDA,2020-04-20,2020-06-19,7.280258655548096,9.230303764343262,4.17758101851852,STRONG BUY,1.5730000000000004,26.785382237883642,60
JPM,2020-04-20,2020-06-19,82.0262222290039,84.2927474975586,4.670035096310808,STRONG BUY,1.5730000000000004,2.763171589478931,60
XOM,2020-04-20,2020-06-19,33.47153854370117,36.29946517944336,4.320485110470702,STRONG BUY,1.4300000000000002,8.448750068808414,60
PFE,2020-04-20,2020-06-19,26.631946563720703,24.354101181030273,4.216703223662347,STRONG BUY,1.5730000000000004,-8.553056297407185,60
WMT,2020-04-20,2020-06-19,40.733089447021484,37.11273956298828,3.504141104294479,STRONG BUY,1.4300000000000002,-8.887982554679345,60
AAPL,2020-05-20,2020-07-20,75.93856048583984,95.40940856933594,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,25.640264918014605,61
MSFT,2020-05-20,2020-07-20,175.1566925048828,202.3982391357422,-0.043116605616605505,NEUTRAL / HOLD,1.0,15.552672433626805,61
NVDA,2020-05-20,2020-07-20,8.77207088470459,10.475625991821289,4.17758101851852,STRONG BUY,1.5730000000000004,19.420215927428274,61
JPM,2020-05-20,2020-07-20,76.41590881347656,84.67035675048828,4.670035096310808,STRONG BUY,1.5730000000000004,10.802001919731117,61
XOM,2020-05-20,2020-07-20,34.6889533996582,33.5521240234375,4.320485110470702,STRONG BUY,1.4300000000000002,-3.277208635046062,61
PFE,2020-05-20,2020-07-20,27.45848274230957,26.59857940673828,4.216703223662347,STRONG BUY,1.5730000000000004,-3.131649128763775,61
WMT,2020-05-20,2020-07-20,38.69199752807617,40.71098709106445,3.504141104294479,STRONG BUY,1.4300000000000002,5.21810630615087,61
AAPL,2020-06-19,2020-08-18,85.29688262939453,112.30084228515625,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,31.65878848479249,60
MSFT,2020-06-19,2020-08-18,187.78269958496094,202.29296875,-0.043116605616605505,NEUTRAL / HOLD,1.0,7.727159742143336,60
NVDA,2020-06-19,2020-08-18,9.1871976852417,12.219779968261719,4.17758101851852,STRONG BUY,1.5730000000000004,33.0087844728927,60
JPM,2020-06-19,2020-08-18,85.26661682128906,85.55797576904297,4.670035096310808,STRONG BUY,1.5730000000000004,0.3417034222954661,60
XOM,2020-06-19,2020-08-18,37.04154586791992,34.15768051147461,4.320485110470702,STRONG BUY,1.4300000000000002,-7.785488669205091,60
PFE,2020-06-19,2020-08-18,24.222925186157227,28.227230072021484,4.216703223662347,STRONG BUY,1.5730000000000004,16.531054177356804,60
WMT,2020-06-19,2020-08-18,36.536766052246094,41.88576889038086,3.504141104294479,STRONG BUY,1.4300000000000002,14.640055527864476,60
AAPL,2020-07-19,2020-09-17,93.44023895263672,107.22573852539062,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,14.753279451416581,60
MSFT,2020-07-19,2020-09-17,194.05740356445312,194.55523681640625,-0.043116605616605505,NEUTRAL / HOLD,1.0,0.2565391697553953,60
NVDA,2020-07-19,2020-09-17,10.167410850524902,12.425566673278809,4.17758101851852,STRONG BUY,1.5730000000000004,22.20974303047198,60
JPM,2020-07-19,2020-09-17,85.41873931884766,85.76680755615234,4.670035096310808,STRONG BUY,1.5730000000000004,0.4074846340279412,60
XOM,2020-07-19,2020-09-17,34.35738754272461,30.43036651611328,4.320485110470702,STRONG BUY,1.4300000000000002,-11.42991742817448,60
PFE,2020-07-19,2020-09-17,26.416393280029297,27.09402084350586,4.216703223662347,STRONG BUY,1.5730000000000004,2.565178206931249,60
WMT,2020-07-19,2020-09-17,40.79459762573242,42.50142288208008,3.504141104294479,STRONG BUY,1.4300000000000002,4.183949237609405,60
AAPL,2020-08-18,2020-10-16,111.37279510498047,115.6607437133789,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,3.850086194170308,59
MSFT,2020-08-18,2020-10-16,201.13558959960938,210.61558532714844,-0.043116605616605505,NEUTRAL / HOLD,1.0,4.713236352855513,59
NVDA,2020-08-18,2020-10-16,12.295775413513184,13.769466400146484,4.17758101851852,STRONG BUY,1.5730000000000004,11.985344047628743,59
JPM,2020-08-18,2020-10-16,86.76752471923828,89.15359497070312,4.670035096310808,STRONG BUY,1.5730000000000004,2.7499577280620513,59
XOM,2020-08-18,2020-10-16,34.326744079589844,27.451732635498047,4.320485110470702,STRONG BUY,1.4300000000000002,-20.028148979557816,59
PFE,2020-08-18,2020-10-16,28.21986961364746,27.92552947998047,4.216703223662347,STRONG BUY,1.5730000000000004,-1.0430244281661947,59
WMT,2020-08-18,2020-10-16,42.16250228881836,44.9951057434082,3.504141104294479,STRONG BUY,1.4300000000000002,6.71830015018122,59
AAPL,2020-09-17,2020-11-16,108.96521759033203,117.10633850097656,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,7.471302394175051,60
MSFT,2020-09-17,2020-11-16,196.60714721679688,208.28561401367188,-0.043116605616605505,NEUTRAL / HOLD,1.0,5.940001145531736,60
NVDA,2020-09-17,2020-11-16,12.476412773132324,13.474119186401367,4.17758101851852,STRONG BUY,1.5730000000000004,7.996740981651243,60
JPM,2020-09-17,2020-11-16,86.75882720947266,103.02152252197266,4.670035096310808,STRONG BUY,1.5730000000000004,18.74471547804,60
XOM,2020-09-17,2020-11-16,30.438413619995117,31.461347579956055,4.320485110470702,STRONG BUY,1.4300000000000002,3.360667782268942,60
PFE,2020-09-17,2020-11-16,27.064590454101562,27.751800537109375,4.216703223662347,STRONG BUY,1.5730000000000004,2.5391482800127414,60
WMT,2020-09-17,2020-11-16,42.367713928222656,47.39861297607422,3.504141104294479,STRONG BUY,1.4300000000000002,11.8743698476974,60
AAPL,2020-10-17,2020-12-16,115.6607437133789,124.41694641113281,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,7.57059172942275,60
MSFT,2020-10-17,2020-12-16,210.61558532714844,210.80169677734375,-0.043116605616605505,NEUTRAL / HOLD,1.0,0.08836546920600688,60
NVDA,2020-10-17,2020-12-16,13.769466400146484,13.206096649169922,4.17758101851852,STRONG BUY,1.5730000000000004,-4.09144214165459,60
JPM,2020-10-17,2020-12-16,89.15359497070312,105.98131561279297,4.670035096310808,STRONG BUY,1.5730000000000004,18.87497710846054,60
XOM,2020-10-17,2020-12-16,27.451732635498047,36.02885437011719,4.320485110470702,STRONG BUY,1.4300000000000002,31.24437298186417,60
PFE,2020-10-17,2020-12-16,27.92552947998047,29.650014877319336,4.216703223662347,STRONG BUY,1.5730000000000004,6.175300627961713,60
WMT,2020-10-17,2020-12-16,44.9951057434082,45.3842658996582,3.504141104294479,STRONG BUY,1.4300000000000002,0.8648944142264008,60
AAPL,2020-11-16,2021-01-15,116.09392547607422,123.76471710205078,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,6.607401373086859,60
MSFT,2020-11-16,2021-01-15,207.59530639648438,204.42800903320312,-0.043116605616605505,NEUTRAL / HOLD,1.0,-1.5257075982402308,60
NVDA,2020-11-16,2021-01-15,13.256531715393066,12.824151039123535,4.17758101851852,STRONG BUY,1.5730000000000004,-3.2616425287729256,60
JPM,2020-11-16,2021-01-15,100.19348907470703,122.64081573486328,4.670035096310808,STRONG BUY,1.5730000000000004,22.40397741156504,60
XOM,2020-11-16,2021-01-15,29.746475219726562,39.483333587646484,4.320485110470702,STRONG BUY,1.4300000000000002,32.73281387457585,60
PFE,2020-11-16,2021-01-15,28.710813522338867,28.756752014160156,4.216703223662347,STRONG BUY,1.5730000000000004,0.16000414542606378,60
WMT,2020-11-16,2021-01-15,46.80784225463867,45.137725830078125,3.504141104294479,STRONG BUY,1.4300000000000002,-3.5680269461578047,60
AAPL,2020-12-16,2021-02-12,124.48506927490234,131.97315979003906,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,6.015251916356853,58
MSFT,2020-12-16,2021-02-12,205.850830078125,235.5176239013672,-0.043116605616605505,NEUTRAL / HOLD,1.0,14.41179217590863,58
NVDA,2020-12-16,2021-02-12,13.323776245117188,14.920125961303711,4.17758101851852,STRONG BUY,1.5730000000000004,11.981210783028148,58
JPM,2020-12-16,2021-02-12,105.67391204833984,124.94957733154297,4.670035096310808,STRONG BUY,1.5730000000000004,18.240703792990644,58
XOM,2020-12-16,2021-02-12,35.48470687866211,42.3589973449707,4.320485110470702,STRONG BUY,1.4300000000000002,19.372544036547435,58
PFE,2020-12-16,2021-02-12,30.331714630126953,27.501258850097656,4.216703223662347,STRONG BUY,1.5730000000000004,-9.331670875005361,58
WMT,2020-12-16,2021-02-12,45.43107604980469,45.08467483520508,3.504141104294479,STRONG BUY,1.4300000000000002,-0.7624763591772742,58
AAPL,2021-01-15,2021-03-16,125.48773193359375,122.4190673828125,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-2.4453900819604755,60
MSFT,2021-01-15,2021-03-16,204.7837371826172,229.04544067382812,-0.043116605616605505,NEUTRAL / HOLD,1.0,11.847475695579972,60
NVDA,2021-01-15,2021-03-16,13.163965225219727,13.25929069519043,4.17758101851852,STRONG BUY,1.5730000000000004,0.7241394848725149,60
JPM,2021-01-15,2021-03-16,124.87885284423828,135.7947540283203,4.670035096310808,STRONG BUY,1.5730000000000004,8.741192712346152,60
XOM,2021-01-15,2021-03-16,41.478519439697266,49.56136703491211,4.320485110470702,STRONG BUY,1.4300000000000002,19.486827650552797,60
PFE,2021-01-15,2021-03-16,28.79593276977539,28.380474090576172,4.216703223662347,STRONG BUY,1.5730000000000004,-1.442768610834131,60
WMT,2021-01-15,2021-03-16,45.86485290527344,41.626953125,3.504141104294479,STRONG BUY,1.4300000000000002,-9.239972466555482,60
AAPL,2021-02-14,2021-04-15,131.97315979003906,131.12498474121094,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-0.6426875359940747,60
MSFT,2021-02-14,2021-04-15,235.5176239013672,250.04115295410156,-0.043116605616605505,NEUTRAL / HOLD,1.0,6.166642144290954,60
NVDA,2021-02-14,2021-04-15,14.920125961303711,16.09844398498535,4.17758101851852,STRONG BUY,1.5730000000000004,7.897507210982553,60
JPM,2021-02-14,2021-04-15,124.94957733154297,135.40219116210938,4.670035096310808,STRONG BUY,1.5730000000000004,8.365465537215298,60
XOM,2021-02-14,2021-04-15,42.3589973449707,47.77545166015625,4.320485110470702,STRONG BUY,1.4300000000000002,12.787022013467569,60
PFE,2021-02-14,2021-04-15,27.501258850097656,29.782468795776367,4.216703223662347,STRONG BUY,1.5730000000000004,8.294929181653117,60
WMT,2021-02-14,2021-04-15,45.08467483520508,43.92228317260742,3.504141104294479,STRONG BUY,1.4300000000000002,-2.5782412024628476,60
AAPL,2021-03-16,2021-05-14,120.87871551513672,124.46295166015625,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,2.9651507544111064,59
MSFT,2021-03-16,2021-05-14,226.2511444091797,239.10487365722656,-0.043116605616605505,NEUTRAL / HOLD,1.0,5.681177561162144,59
NVDA,2021-03-16,2021-05-14,13.159531593322754,14.208752632141113,4.17758101851852,STRONG BUY,1.5730000000000004,7.97308803415725,59
JPM,2021-03-16,2021-05-14,137.44012451171875,145.93756103515625,4.670035096310808,STRONG BUY,1.5730000000000004,6.182646118537946,59
XOM,2021-03-16,2021-05-14,50.63460159301758,51.69550323486328,4.320485110470702,STRONG BUY,1.4300000000000002,2.0952108014453095,59
PFE,2021-03-16,2021-05-14,28.04779815673828,32.01166915893555,4.216703223662347,STRONG BUY,1.5730000000000004,14.132556787688427,59
WMT,2021-03-16,2021-05-14,41.639434814453125,43.89342498779297,3.504141104294479,STRONG BUY,1.4300000000000002,5.413114235060365,59
AAPL,2021-04-15,2021-06-14,128.71694946289062,127.42191314697266,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-1.006111721355959,60
MSFT,2021-04-15,2021-06-14,246.27366638183594,250.99522399902344,-0.043116605616605505,NEUTRAL / HOLD,1.0,1.9171995473795167,60
NVDA,2021-04-15,2021-06-14,15.240262031555176,17.979541778564453,4.17758101851852,STRONG BUY,1.5730000000000004,17.973967516684162,60
JPM,2021-04-15,2021-06-14,134.5480194091797,140.20718383789062,4.670035096310808,STRONG BUY,1.5730000000000004,4.206055543263415,60
XOM,2021-04-15,2021-06-14,48.060523986816406,52.80137634277344,4.320485110470702,STRONG BUY,1.4300000000000002,9.864337636554911,60
PFE,2021-04-15,2021-06-14,29.441869735717773,31.699710845947266,4.216703223662347,STRONG BUY,1.5730000000000004,7.668810202941574,60
WMT,2021-04-15,2021-06-14,43.65904235839844,44.220603942871094,3.504141104294479,STRONG BUY,1.4300000000000002,1.2862434770391429,60
AAPL,2021-05-15,2021-07-14,124.46295166015625,145.65432739257812,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,17.0262519486799,60
MSFT,2021-05-15,2021-07-14,239.10487365722656,272.8410949707031,-0.043116605616605505,NEUTRAL / HOLD,1.0,14.109382547274956,60
NVDA,2021-05-15,2021-07-14,14.208752632141113,19.798324584960938,4.17758101851852,STRONG BUY,1.5730000000000004,39.33893493349904,60
JPM,2021-05-15,2021-07-14,145.93756103515625,138.82254028320312,4.670035096310808,STRONG BUY,1.5730000000000004,-4.875386913064226,60
XOM,2021-05-15,2021-07-14,51.69550323486328,50.64065933227539,4.320485110470702,STRONG BUY,1.4300000000000002,-2.04049450451332,60
PFE,2021-05-15,2021-07-14,32.01166915893555,31.95566749572754,4.216703223662347,STRONG BUY,1.5730000000000004,-0.1749414031800833,60
WMT,2021-05-15,2021-07-14,43.89342498779297,44.53207778930664,3.504141104294479,STRONG BUY,1.4300000000000002,1.4550079008217862,60
AAPL,2021-06-14,2021-08-13,124.36526489257812,145.82369995117188,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,17.25436364979298,60
MSFT,2021-06-14,2021-08-13,249.06362915039062,282.8271789550781,-0.043116605616605505,NEUTRAL / HOLD,1.0,13.556194423032458,60
NVDA,2021-06-14,2021-08-13,17.786460876464844,20.144067764282227,4.17758101851852,STRONG BUY,1.5730000000000004,13.255064648285275,60
JPM,2021-06-14,2021-08-13,142.62745666503906,143.1719207763672,4.670035096310808,STRONG BUY,1.5730000000000004,0.38173863858962326,60
XOM,2021-06-14,2021-08-13,52.88644027709961,49.023746490478516,4.320485110470702,STRONG BUY,1.4300000000000002,-7.303750765569451,60
PFE,2021-06-14,2021-08-13,32.11566162109375,39.12997055053711,4.216703223662347,STRONG BUY,1.5730000000000004,21.84077355216721,60
WMT,2021-06-14,2021-08-13,44.28038787841797,47.21571731567383,3.504141104294479,STRONG BUY,1.4300000000000002,6.628960535114291,60
AAPL,2021-07-14,2021-09-13,142.2266082763672,146.26377868652344,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,2.838547905404195,61
MSFT,2021-07-14,2021-09-13,271.3634033203125,287.3745422363281,-0.043116605616605505,NEUTRAL / HOLD,1.0,5.9002572639157105,61
NVDA,2021-07-14,2021-09-13,20.2059326171875,22.107694625854492,4.17758101851852,STRONG BUY,1.5730000000000004,9.411899191672658,61
JPM,2021-07-14,2021-09-13,139.296875,143.06454467773438,4.670035096310808,STRONG BUY,1.5730000000000004,2.704776885866517,61
XOM,2021-07-14,2021-09-13,51.7890739440918,47.81477355957031,4.320485110470702,STRONG BUY,1.4300000000000002,-7.674013226828283,61
PFE,2021-07-14,2021-09-13,31.715707778930664,35.98215103149414,4.216703223662347,STRONG BUY,1.5730000000000004,13.45214580201724,61
WMT,2021-07-14,2021-09-13,44.22689437866211,45.804264068603516,3.504141104294479,STRONG BUY,1.4300000000000002,3.5665395730395906,61
AAPL,2021-08-13,2021-10-12,145.61830139160156,138.40045166015625,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-4.956691337879867,60
MSFT,2021-08-13,2021-10-12,279.8911437988281,283.39764404296875,-0.043116605616605505,NEUTRAL / HOLD,1.0,1.2528085728432063,60
NVDA,2021-08-13,2021-10-12,19.861684799194336,20.629655838012695,4.17758101851852,STRONG BUY,1.5730000000000004,3.8665956417227565,60
JPM,2021-08-13,2021-10-12,144.79177856445312,148.87844848632812,4.670035096310808,STRONG BUY,1.5730000000000004,2.8224461101262355,60
XOM,2021-08-13,2021-10-12,49.524600982666016,52.883819580078125,4.320485110470702,STRONG BUY,1.4300000000000002,6.782929151893341,60
PFE,2021-08-13,2021-10-12,38.129127502441406,33.778663635253906,4.216703223662347,STRONG BUY,1.5730000000000004,-11.40981751263241,60
WMT,2021-08-13,2021-10-12,47.06731033325195,44.010738372802734,3.504141104294479,STRONG BUY,1.4300000000000002,-6.494044250261359,60
AAPL,2021-09-12,2021-11-11,145.69654846191406,144.83175659179688,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-0.5935568681939293,60
MSFT,2021-09-12,2021-11-11,286.1359558105469,321.6670837402344,-0.043116605616605505,NEUTRAL / HOLD,1.0,12.417568365023293,60
NVDA,2021-09-12,2021-11-11,22.43304443359375,30.3292236328125,4.17758101851852,STRONG BUY,1.5730000000000004,35.198874689492115,60
JPM,2021-09-12,2021-11-11,140.82720947265625,150.90419006347656,4.670035096310808,STRONG BUY,1.5730000000000004,7.155563636142993,60
XOM,2021-09-12,2021-11-11,46.614437103271484,56.2812614440918,4.320485110470702,STRONG BUY,1.4300000000000002,20.73783347293038,60
PFE,2021-09-12,2021-11-11,36.79734802246094,40.857627868652344,4.216703223662347,STRONG BUY,1.5730000000000004,11.034164319974987,60
WMT,2021-09-12,2021-11-11,46.06634521484375,46.89048385620117,3.504141104294479,STRONG BUY,1.4300000000000002,1.7890254534276866,60
AAPL,2021-10-12,2021-12-10,139.67190551757812,175.76290893554688,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,25.8398446589723,59
MSFT,2021-10-12,2021-12-10,284.7038269042969,332.05621337890625,-0.043116605616605505,NEUTRAL / HOLD,1.0,16.632156648363868,59
NVDA,2021-10-12,2021-12-10,20.653608322143555,30.141292572021484,4.17758101851852,STRONG BUY,1.5730000000000004,45.93717524751259,59
JPM,2021-10-12,2021-12-10,150.03085327148438,143.890625,4.670035096310808,STRONG BUY,1.5730000000000004,-4.092643704674189,59
XOM,2021-10-12,2021-12-10,53.16014862060547,55.143558502197266,4.320485110470702,STRONG BUY,1.4300000000000002,3.731008909976984,59
PFE,2021-10-12,2021-12-10,33.94816589355469,42.97460174560547,4.216703223662347,STRONG BUY,1.5730000000000004,26.588876348588002,59
WMT,2021-10-12,2021-12-10,44.058101654052734,44.7110481262207,3.504141104294479,STRONG BUY,1.4300000000000002,1.4820122693777178,59
AAPL,2021-11-11,2022-01-10,144.88075256347656,168.65206909179688,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,16.40750486708398,60
MSFT,2021-11-11,2022-01-10,320.0898742675781,304.6513977050781,-0.043116605616605505,NEUTRAL / HOLD,1.0,-4.823169304504226,60
NVDA,2021-11-11,2022-01-10,29.400083541870117,27.348548889160156,4.17758101851852,STRONG BUY,1.5730000000000004,-6.97798919444657,60
JPM,2021-11-11,2022-01-10,150.9131622314453,151.5460968017578,4.670035096310808,STRONG BUY,1.5730000000000004,0.4194031593757283,60
XOM,2021-11-11,2022-01-10,56.17624282836914,59.92191696166992,4.320485110470702,STRONG BUY,1.4300000000000002,6.667719207823572,60
PFE,2021-11-11,2022-01-10,39.91313552856445,45.791805267333984,4.216703223662347,STRONG BUY,1.5730000000000004,14.7286592770001,60
WMT,2021-11-11,2022-01-10,46.87153244018555,45.84602355957031,3.504141104294479,STRONG BUY,1.4300000000000002,-2.1879141287388526,60
AAPL,2021-12-11,2022-02-09,175.76290893554688,172.87803649902344,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-1.6413431331984467,60
MSFT,2021-12-11,2022-02-09,332.05621337890625,301.6850891113281,-0.043116605616605505,NEUTRAL / HOLD,1.0,-9.14638035485935,60
NVDA,2021-12-11,2022-02-09,30.141292572021484,26.65485382080078,4.17758101851852,STRONG BUY,1.5730000000000004,-11.566984869311723,60
JPM,2021-12-11,2022-02-09,143.890625,141.836669921875,4.670035096310808,STRONG BUY,1.5730000000000004,-1.4274419046584863,60
XOM,2021-12-11,2022-02-09,55.143558502197266,69.90374755859375,4.320485110470702,STRONG BUY,1.4300000000000002,26.766841780456275,60
PFE,2021-12-11,2022-02-09,42.97460174560547,42.22660827636719,4.216703223662347,STRONG BUY,1.5730000000000004,-1.7405477627602917,60
WMT,2021-12-11,2022-02-09,44.7110481262207,43.652156829833984,3.504141104294479,STRONG BUY,1.4300000000000002,-2.36829897925326,60
AAPL,2022-01-10,2022-03-11,168.63250732421875,151.743896484375,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-10.015038682531783,60
MSFT,2022-01-10,2022-03-11,304.42840576171875,272.0595397949219,-0.043116605616605505,NEUTRAL / HOLD,1.0,-10.63266940737867,60
NVDA,2022-01-10,2022-03-11,27.19583511352539,22.062259674072266,4.17758101851852,STRONG BUY,1.5730000000000004,-18.87632947480266,60
JPM,2022-01-10,2022-03-11,151.40115356445312,116.73902893066406,4.670035096310808,STRONG BUY,1.5730000000000004,-22.894227565467666,60
XOM,2022-01-10,2022-03-11,60.28072738647461,75.1421127319336,4.320485110470702,STRONG BUY,1.4300000000000002,24.653626440469072,60
PFE,2022-01-10,2022-03-11,45.3684196472168,41.24210739135742,4.216703223662347,STRONG BUY,1.5730000000000004,-9.095120103246776,60
WMT,2022-01-10,2022-03-11,45.934791564941406,45.04075622558594,3.504141104294479,STRONG BUY,1.4300000000000002,-1.9463141311776826,60
AAPL,2022-02-09,2022-04-11,171.45603942871094,162.55123901367188,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-5.193634732675343,61
MSFT,2022-02-09,2022-04-11,295.23858642578125,277.10107421875,-0.043116605616605505,NEUTRAL / HOLD,1.0,-6.143340688155869,61
NVDA,2022-02-09,2022-04-11,25.06085205078125,21.879568099975586,4.17758101851852,STRONG BUY,1.5730000000000004,-12.69423698906714,61
JPM,2022-02-09,2022-04-11,141.2479705810547,121.3544692993164,4.670035096310808,STRONG BUY,1.5730000000000004,-14.084097066953936,61
XOM,2022-02-09,2022-04-11,70.23998260498047,74.19529724121094,4.320485110470702,STRONG BUY,1.4300000000000002,5.631144099899039,61
PFE,2022-02-09,2022-04-11,42.415306091308594,44.24481964111328,4.216703223662347,STRONG BUY,1.5730000000000004,4.313333365710585,61
WMT,2022-02-09,2022-04-11,43.74726867675781,49.10408401489258,3.504141104294479,STRONG BUY,1.4300000000000002,12.244913797282964,61
AAPL,2022-03-11,2022-05-10,155.4607696533203,151.7508087158203,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-2.3864290301490625,60
MSFT,2022-03-11,2022-05-10,277.4216003417969,261.7918701171875,-0.043116605616605505,NEUTRAL / HOLD,1.0,-5.633926920381393,60
NVDA,2022-03-11,2022-05-10,22.619304656982422,17.56494903564453,4.17758101851852,STRONG BUY,1.5730000000000004,-22.345318293317412,60
JPM,2022-03-11,2022-05-10,119.42902374267578,108.47994232177734,4.670035096310808,STRONG BUY,1.5730000000000004,-9.167856420303286,60
XOM,2022-03-11,2022-05-10,75.53145599365234,75.2305908203125,4.320485110470702,STRONG BUY,1.4300000000000002,-0.3983309594417569,60
PFE,2022-03-11,2022-05-10,40.36427688598633,40.60218811035156,4.216703223662347,STRONG BUY,1.5730000000000004,0.5894103467708409,60
WMT,2022-03-11,2022-05-10,45.21829605102539,47.65036392211914,3.504141104294479,STRONG BUY,1.4300000000000002,5.378504020472924,60
AAPL,2022-04-10,2022-06-09,166.80747985839844,140.09274291992188,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-16.015311160599328,60
MSFT,2022-04-10,2022-06-09,288.4761962890625,257.815673828125,-0.043116605616605505,NEUTRAL / HOLD,1.0,-10.628441048291783,60
NVDA,2022-04-10,2022-06-09,23.079519271850586,18.0209903717041,4.17758101851852,STRONG BUY,1.5730000000000004,-21.91782610617988,60
JPM,2022-04-10,2022-06-09,121.80158233642578,114.33779907226562,4.670035096310808,STRONG BUY,1.5730000000000004,-6.1278212655272295,60
XOM,2022-04-10,2022-06-09,76.84102630615234,91.4749755859375,4.320485110470702,STRONG BUY,1.4300000000000002,19.0444479768921,60
PFE,2022-04-10,2022-06-09,45.26212692260742,42.827362060546875,4.216703223662347,STRONG BUY,1.5730000000000004,-5.3792541968336804,60
WMT,2022-04-10,2022-06-09,50.097049713134766,38.65563201904297,3.504141104294479,STRONG BUY,1.4300000000000002,-22.83850597910961,60
AAPL,2022-05-10,2022-07-08,149.3445281982422,144.4141845703125,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,-3.30132190808161,59
MSFT,2022-05-10,2022-07-08,257.0125427246094,260.6100158691406,-0.043116605616605505,NEUTRAL / HOLD,1.0,1.399726685084769,59
NVDA,2022-05-10,2022-07-08,16.921052932739258,15.814294815063477,4.17758101851852,STRONG BUY,1.5730000000000004,-6.540716597691147,59
JPM,2022-05-10,2022-07-08,111.18988037109375,105.26959991455078,4.670035096310808,STRONG BUY,1.5730000000000004,-5.32447776432906,59
XOM,2022-05-10,2022-07-08,74.73506927490234,76.94876098632812,4.320485110470702,STRONG BUY,1.4300000000000002,2.9620521301492753,59
PFE,2022-05-10,2022-07-08,39.904842376708984,43.9770393371582,4.216703223662347,STRONG BUY,1.5730000000000004,10.204768940087364,59
WMT,2022-05-10,2022-07-08,48.33071517944336,40.05466079711914,3.504141104294479,STRONG BUY,1.4300000000000002,-17.12379870977845,59
AAPL,2022-06-09,2022-08-08,145.31776428222656,162.1507110595703,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,11.583543732927183,60
MSFT,2022-06-09,2022-08-08,263.28759765625,272.9366149902344,-0.043116605616605505,NEUTRAL / HOLD,1.0,3.664820302922964,60
NVDA,2022-06-09,2022-08-08,18.620092391967773,17.766368865966797,4.17758101851852,STRONG BUY,1.5730000000000004,-4.58495859219931,60
JPM,2022-06-09,2022-08-08,116.7922592163086,105.26038360595703,4.670035096310808,STRONG BUY,1.5730000000000004,-9.873835550174269,60
XOM,2022-06-09,2022-08-08,93.49523162841797,79.5143051147461,4.320485110470702,STRONG BUY,1.4300000000000002,-14.953625195814112,60
PFE,2022-06-09,2022-08-08,44.22516632080078,41.317596435546875,4.216703223662347,STRONG BUY,1.5730000000000004,-6.574469079806186,60
WMT,2022-06-09,2022-08-08,39.064476013183594,40.76057815551758,3.504141104294479,STRONG BUY,1.4300000000000002,4.341801850257966,60
AAPL,2022-07-09,2022-09-07,144.4141845703125,153.38768005371094,2.1884157509157514,NEUTRAL / HOLD,1.2100000000000002,6.213721671522796,60
MSFT,2022-07-09,2022-09-07,260.6100158691406,251.82545471191406,-0.043116605616605505,NEUTRAL / HOLD,1.0,-3.370768820196661,60
NVDA,2022-07-09,2022-09-07,15.814294815063477,13.697543144226074,4.17758101851852,STRONG BUY,1.5730000000000004,-13.385052546390803,60
JPM,2022-07-09,2022-09-07,105.26959991455078,106.68719482421875,4.670035096310808,STRONG BUY,1.5730000000000004,1.3466327513533403,60
XOM,2022-07-09,2022-09-07,76.94876098632812,84.97142028808594,4.320485110470702,STRONG BUY,1.4300000000000002,10.425975933755762,60
